name,nature,source,circumstance,gift_old_style,gift_received_date,gift_date
"Jaczek, Helena",Complimentary ticket to the Festival of Colours,"Mr. Allan Bell, Vice President Community Relations and Corporate Partnerships, Markham Sto...",In support of the main hospital in my riding, ,2022/03/25,2022/05/06
"Paquette-Dioury, Aïsha",A ticket to attend the gala of the annual convention of the Association québécoise de la p...,AQPM,To support the Minister in his official duties, ,2022/04/27,2022/05/05
"Alie, Agathe",A ticket to attend the annual convention of the Association québécoise de la production mé...,AQPM,Invited in my capacity as Director of Special Initiatives in the office of the Minister of..., ,2022/04/27,2022/05/05
"Khanna, Mala",A ticket to attend the gala of the annual convention of the Association québécoise de la p...,AQPM,Invited in my capacity as Associate Deputy Minister of Canadian Heritage, ,2022/04/27,2022/05/04
"MacKinnon, Steven",Artwork (canvas) from LoulArt School of Fine Arts,"Ambassador of Tunisia to Canada, Mohamed Imed Torjemane",Ramadan dinner at the Souk restaurant, ,2022/05/29,2022/05/03
"Rodriguez, Pablo",A ticket to attend the gala of the annual convention of the Association québécoise de la p...,AQPM,Invited in my capacity as Minister of Canadian Heritage to make remarks , ,2022/04/27,2022/05/03
"Fox, Kathleen Carol",Complimentary registration for conference - l'Association Québécoise du Transport Aérien,l'Association Québécoise du Transport Aérien,Speaker, ,2022/05/11,2022/05/02
"Mondou, Isabelle","Tickets: 1
Event or sporting event ticket(s)
Souper-gala 22e congrès annuel de l'Associati...","Hélène Messier
Présidente-directrice générale",Invitée à un souper gala, ,2022/04/27,2022/05/02
"Fillmore, Andy",One non-partisan paid intern from the Canadian Political Science Association began working...,Canadian Political Science Association ,The ten interns interviewed and chose the MPs they will work with. The interns are univers..., ,2021/11/15,2022/04/27
"Green, Matthew",One non-partisan paid intern from the Canadian Political Science Association began in the ...,Canadian Political Science Association,The ten interns interviewed and chose the MPs they will work with. The interns are univers..., ,,2022/04/26
"Atwin, Jenica",Intern assigned to work in my constituency office (15 weeks as of May 2022),L.R Wilson Internship Inquiry program with Mount Allison University,Hosting intern in my office to work on parliamentary duties, ,2022/05/02,2022/04/20
"Diab, Lena Metlege",2 tickets to attend the event Most Inspiring Immigrant Award 2022 ,My East Coast Experience ,"invited in my capacity as Member of Parliament for the event occuring March 18, 2022",2 tickets to attend the event Most Inspiring Immigrant Award 2022 organized by the My East Coas...,,2022/04/14
"Diab, Lena Metlege",one ticket to attend the 2022 Atlantic Business Awards,Halifax Chamber of Commerce,"invited to the event occuring April 1, 2022 in my capacity as Member of Parliament",one ticket to attend the 2022 Atlantic Business Award organized by the Halifax Chamber of Comme...,,2022/04/14
"Hajdu, Patricia",Hand-crafted basket,Mi'gmawe'l Tplu'taqnn Inc (MTI) Chiefs,"During an Atlantic Tour I visited Eel Ground First Nation, in New Brunswick", ,2022/03/15,2022/04/14
"Trudeau, Justin",Just Furs - Beaver and Leather Mitts,"The Honourable Caroline Cochrane, Premier of the Northwest Territories, Yellowknife",Meeting with the Premier of the Northwest Territories in Ottawa, ,2021/12/15,2022/04/12
"Miller, Marc",Ceremonial drum feather,Williams Lake First Nation,Visit to Williams Lake First Nation for the announcement of funding, ,2022/03/30,2022/04/08
"Hajdu, Patricia",I received a small traditional blanket,"Kenora Chiefs Advisory Chiefs (Chief Lorraine Cobiness, Chief Chris Skead, Chief Waylon Sc...","During a Northern Ontario Tour, I met with the Kenora Chiefs Advisory in Kenora, Ontario", ,2022/03/09,2022/04/07
"Morrice, Michael","Internship services offered free of charge by GreenPAC from October 25, 2021 to June 30, 2...",GreenPAC ,GreenPAC  Parliamentary Internship Program, ,2021/10/25,2022/04/05
"Mondou, Isabelle",A ticket for the 2021 ADISQ Gala,"Dominique McGregor, Research Assistant, Institutional Affairs, Association québécoise de l...",Representing the Department, ,2021/11/07,2022/03/30
"Wex, Richard","1st Edition book called Serious International Crimes, Human Rights, and Forced Migration",Dr. James C. Simeon,"Received a complimentary copy because the book, published in February 2022, includes a cha...", ,2022/03/22,2022/03/30
"Fillmore, Andy",One non-partisan paid intern from the Canadian Political Science Association began working...,Canadian Political Science Association ,The ten interns interviewed and chose the MPs they will work with. The interns are univers..., ,2021/11/15,2022/03/29
"St-Onge, Pascale","Ticket to attend the FIFA World Cup Qualifying match on March 27, 2022, in Toronto, Ontari...","Earl Cochrane, General Secretary (acting), on behalf of Canada Soccer",Invited in my capacity as Minister of Sport, ,,2022/03/29
"Damoff, Pam",One paid intern from the Canadian Political Science Association working in my member's off...,Canadian Political Science Association ,The ten interns selected by the Canadian Political Science Association interviewed and cho..., ,,2022/03/28
"Hadaller, Lauren","Ticket to attend the FIFA World Cup Qualifying match on March 27, 2022, in Toronto, Ontari...","Earl Cochrane, General Secretary (acting), on behalf of Canada Soccer",To support the Minister in her official duties, ,2022/03/27,2022/03/28
"Miller, Marc",Fur lined hat,"Assembly of First Nations
Assembly of First Nations",Keynote speaker, ,2022/03/09,2022/03/09
"Miller, Marc",Fur lined hat,Assembly of First Nations,"Keynote speaker at the Assembly of First Nations Annual General Assembly on December 7, 20...", ,,2022/03/09
"Miller, Marc","Star Blanket, moccasins and moose antler sculpture",Ocean Man First Nation,Signing of the Representation and Recognition Agreement, ,2022/02/23,2022/02/25
"Miller, Marc",Star Blanket,Pheasant Rump Nakota First Nation,Signing of the Representation and Recognition Agreement, ,2022/02/23,2022/02/25
"St-Onge, Pascale",A beanie and two shirts from the Canadian Olympic Team clothing collection,Canadian Olympic Commitee,As part of the 2022 Winter Olympic Games, ,,2022/02/15
"Joly, Mélanie",Two boxes of assorted dates,"His Excellency Fahad Saeed Al Raqbani, Ambassador of the United Arab Emirates to Canada",Birthday gift, ,2022/01/16,2022/02/09
"Desbiens, Caroline","Invitation to visit the Club Med facilities, including dinner, overnight accommodation and...",Club Med Charlevoix-Canada,"At the occasion of the inauguration of the Club Med Charlevoix, a new world-renowned touri...", ,2021/11/29,2022/02/02
"Idlout, Lori","Services of a non-partisan paid intern working in my Member's office from November 15, 202...",Canadian Political Science Association,"Through the Parliamentary Internship Programme, interns interview the MP they choose to wo...", ,2021/11/15,2022/01/20
"Bendayan, Rachel",Services of one non-partisan paid intern from the Canadian Political Science Association b...,Canadian Political Science Association (CPSA),The ten interns interviewed and chose the MPs they work with. The interns are university g..., ,2021/11/15,2022/01/18
"McLean, Greg",One paid internship from the Canadian Political Science Association working in my member's...,Canadian Political Science Association ,The ten interns selected by the Canadian Political Science Association interviewed and cho..., ,2021/11/15,2022/01/18
"Beech, Terry","Placement of a non-partisan intern in my Member's office from January 3, 2022 to June 30, ...",GreenPAC,Parliamentary Internship for the Environment, ,,2022/01/16
"Beech, Terry","Services of a non-partisan paid intern working in my Member's office from November 15, 202...",Canadian Political Science Association,"Through the Parliamentary Internship Programme, interns interview the MP they choose to wo...", ,,2022/01/16
"Beech, Terry","Services of a non-partisan paid intern working in my Member's office from November 15, 202...",Canadian Political Science Association,"Through the Parliamentary Internship Programme, interns interview the MP they choose to wo...", ,,2022/01/16
"Beech, Terry","Placement of a non-partisan intern in my Member's office from January 3, 2022 to June 30, ...",GreenPAC,Parliamentary Internship for the Environment, ,,2022/01/16
"Gill, Marilène",Services of one nonpartisan paid intern from the Canadian Political Science Association be...,Canadian Political Science Association ,The ten interns interviewed and chose the MPs they will work with. The interns are univers..., ,2021/11/15,2022/01/10
"Atwin, Jenica",Services of one non-partisan paid intern from the Canadian Political Science Association b...,Canadian Political Science Association (CPSA),The ten interns interviewed and chose the MPs they work with. The interns are university g..., ,,2022/01/06
"Richards, Blake",One non-partisan paid intern from the Canadian Political Science Association began work in...,Canadian Political Science Association,The ten interns interviewed and chose the MPs they work with. The interns are university g..., ,,2022/01/05
"Trudeau, Justin",Randolph Aviator Sunglasses,"The Honorable Joseph R. Biden, President of the United States of America","North American Leaders’ Summit, Washington, DC", ,2021/11/17,2021/12/20
"Trudeau, Justin",Shinola – Argonite 1069 Detroit Watch presented in a wooden box with the Seal of the Presi...,"The Honorable Joseph R. Biden, President of the United States of America","North American Leaders’ Summit, Washington, DC", ,2021/11/17,2021/12/20
"Trudeau, Justin",Ceramic Bowl with Seal of the Vice President of United States ,"The Honorable Kamala Harris, Vice President of the United States of America","North American Leaders’ Summit, Washington, DC", ,2021/11/17,2021/12/20
"Albas, Dan","Intern for seven months (November 24, 2021 - June 30, 2022)",GreenPAC Parliamentary Internship Program,Hosting intern in the office to work on parliamentary duties, ,2021/11/24,2021/12/15
"Rodriguez, Pablo",Two tickets to attend a concert by the Montreal Symphony Orchestra  at the Maison Symphoni...,Montreal Symphony Orchestra,To meet the maestro Rafael Payare of the Montreal Orchestra Symphony, ,2021/12/11,2021/12/15
"Trudeau, Justin",Salvatore Ferragamo Leather Briefcase,"His Excellency Mario Draghi, President of the Council of Ministers of the Italian Republic...","G20 Leaders’ Summit held in Rome, Italy during October 30-31, 2021", ,2021/11/05,2021/12/07
"Bernard, Angélique","A bag including:A framed reproduction of Bill ReidA book, The Gardens of Government House ...","Honourable Janet Austin, Lieutenant Governor of British Columbia","For attending the Governor General's Annual Conference, the Lieutenant Governors and Terri...", ,,2021/12/06
"Albas, Dan","One-night stay and breakfast at The Gleneagles Hotel in Auchterarder, United Kingdom",Conservative Climate Foundation,Participation in a panel discussion with a group of American elected officials., ,2021/11/06,2021/11/29
"Caputo, Frank",Drum,TK'emlupsemc te Secwépemc First Nation,Drum from TK'emlupsemc te Secwépemc First Nation received at National Day for Thruth and R..., ,2021/09/30,2021/11/29
"Trudeau, Justin",Pendleton Blanket for my son's birthday,"Assembly of First Nations National Chief, Ms. Rosanne Casimir","Visit to the Tk’ emlúps te Secwépemc Nation, Kamloops, British Columbia", ,2021/11/18,2021/11/25
"Hashim, Mohammed","Transportation, accommodation, meals and conference fees to attend the Banff Forum from Oc...",Banff Forum,Speaker at the Banff Forum, ,,2021/11/18
"Maguire, Larry","Intern for seven months (November 10, 2021 - June 30, 2022)",GreenPAC Parliamentary Internship Program,Hosting intern in the office to work on parliamentary duties, ,2021/11/10,2021/11/05
"Trudeau, Justin",Box containing Trinitae's skin products,"His Majesty King Abdullah II Ibn Al Hussein, Kingdom of Jordan",Personal visit to Canada, ,2021/09/29,2021/10/25
"Tam, Theresa",A gift certificate for a 1-night stay at the Chipman Hill Suites,"Chipman Hill Suites in Saint John, New Brunswick","As a token of appreciation, as one of 100 essential workers receiving this.", ,2020/06/01,2021/09/24
"Guilbeault, Steven",Two tickets for a box and two access passes for the Tennis Canada Suite during the semi-fi...,Tennis Canada,On the occasion of the National Bank Open that took place in Montreal and Toronto from Aug..., ,,2021/09/23
"Miller, Marc",Star Blanket ,Chief Brad Swiftwolfe ,Funding Announcement – School Infrastructure, ,2021/08/05,2021/08/15
"Miller, Marc",Print by Kylie Severight ,Tribal Chief Mark Arcand ,Announcement with Saskatoon Tribal Council (STC) regarding Child and Family Service Agreem..., ,2021/08/05,2021/08/15
"Miller, Marc",Star Blanket ,Brian Hardlotte ,Meeting with Prince Albert Grand Council , ,2021/08/05,2021/08/15
"McLean, Greg",One ticket in Bennett Jones LLP corporate box ,Bennett Jones LLP,"At the occasion of the Calgary Stampede, which takes place in my riding", ,2021/07/11,2021/08/13
"Miller, Marc",Small woven basket shaped like a strawberry,"Dr. Donald M. Julien and Angie Gillis,   Executive Director and Associate Executive Direct...",Meeting with Confederacy of Mainland Mi’kmaq, ,2021/07/15,2021/08/13
"Miller, Marc",Wooden Carved Paddle,Chief Councillor Ken Watts,Meeting with Chief and Council of Tseshaht First Nation , ,2021/07/28,2021/08/13
